Jongno-gu,33820
Jung-gu,31171
Yongsan-gu,56914
Seongdong-gu,119092
Gwangjin-gu,95032
Dongdaemun-gu,111338
Jungnang-gu,113420
Seongbuk-gu,94439
Gangbuk-gu,66146
Dobong-gu,68916
Nowon-gu,117008
Eunpyeong-gu,106395
Seodaemun-gu,71199
Mapo-gu,100996
Yangcheon-gu,93111
Gangseo-gu,156822
Guro-gu,95982
Geumcheon-gu,56493
Yeongdeungpo-gu,99416
Dongjak-gu,102616
Gwanak-gu,155305
Seocho-gu,100016
Gangnam-gu,128893
Songpa-gu,166614
Gangdong-gu,98491
